latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
8.40057,-64.7914,318.1,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,282.5,2.7,N
8.40731,-64.7902,310.2,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,284.1,2.7,N
8.40227,-64.79136,323.4,0.7,0.7,2017-08-23,06:36,N,nominal,1.0NRT,284,4,N
8.52359,-64.07349,319.7,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.1,2,N
8.53057,-64.07214,310.8,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.5,2,N
-12.12185,-76.71914,298.3,0.4,0.5,2017-08-23,06:42,N,nominal,1.0NRT,286.6,0.4,N
-12.1176,-76.71885,301.6,0.4,0.5,2017-08-23,06:42,N,nominal,1.0NRT,286.2,0.4,N
-11.84241,-72.94787,304.3,0.4,0.6,2017-08-23,06:42,N,nominal,1.0NRT,289.2,2.6,N
-11.84284,-72.9444,327.3,0.4,0.6,2017-08-23,06:42,N,nominal,1.0NRT,289.8,2.3,N
-10.56329,-73.14889,310.8,0.3,0.6,2017-08-23,06:42,N,nominal,1.0NRT,289.7,1.1,N
-10.56287,-73.15214,299.3,0.3,0.6,2017-08-23,06:42,N,nominal,1.0NRT,288.9,1.1,N
-2.00704,-78.33404,300.1,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,271.7,19,N
-2.0064,-78.33826,352.5,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,303.9,19,N
-2.00582,-78.34201,330.1,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,302.1,35.9,N
-0.09308,-77.65215,296.1,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,272.1,0.9,N
-0.09089,-77.64359,295.1,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,273,1.1,N
-0.09025,-77.64771,302.2,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,274.8,0.9,N
-0.0896,-77.6519,299.9,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,271.6,0.9,N
-0.08896,-77.65604,298.3,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,270.7,0.9,N
-0.08833,-77.66009,297.5,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,271.4,0.9,N
-0.08771,-77.66405,298.8,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,272.7,1.6,N
-0.0868,-77.64734,295.8,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,271.9,0.6,N
-0.08614,-77.65159,298.8,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,270.3,0.6,N
-0.08549,-77.65572,302.6,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,270.5,1.9,N
-0.08487,-77.6597,298.7,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,270.8,1.9,N
-0.08268,-77.6512,298.8,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,270.3,0.6,N
-0.08142,-77.65936,310.3,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,272.3,1.9,N
-0.08203,-77.65541,340,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,277.2,1.9,N
-0.07992,-77.64638,303.5,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,271.9,1.6,N
-0.07924,-77.65075,323.8,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,274.1,1.6,N
-0.07859,-77.65498,340.5,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,278.1,3.6,N
-0.07583,-77.65005,306.7,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,271.6,1.6,N
-0.07519,-77.65424,310.5,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,273,3.6,N
0.24051,-78.31087,307,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,282.1,1.4,N
3.59972,-76.3671,304.6,0.4,0.4,2017-08-23,06:42,N,nominal,1.0NRT,276.4,1.8,N
3.6579,-75.1063,314.8,0.5,0.4,2017-08-23,06:42,N,nominal,1.0NRT,291.6,1.9,N
3.34191,-72.17131,308.6,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,283.6,3.8,N
3.32145,-71.96021,299.3,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,285.2,2.3,N
3.32068,-71.95546,321,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,285.7,2.3,N
3.32528,-71.95469,325.9,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,285.9,2.3,N
3.3291,-71.94916,301.1,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,286,0.9,N
3.32988,-71.95392,302.6,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,285.8,1.6,N
3.40816,-72.08763,317,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,284.5,4.4,N
3.4127,-72.08684,329.8,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,285.6,7.1,N
3.41725,-72.08605,339.9,0.5,0.5,2017-08-23,06:42,N,nominal,1.0NRT,286.1,7.1,N
3.93055,-73.68848,338.1,0.4,0.5,2017-08-23,06:42,N,nominal,1.0NRT,288.4,5.4,N
4.30661,-75.10146,299.7,0.5,0.4,2017-08-23,06:42,N,nominal,1.0NRT,286.7,1.1,N
5.44293,-72.45527,304.5,0.4,0.5,2017-08-23,06:42,N,nominal,1.0NRT,281.7,1.2,N
9.16919,-79.53736,303,0.4,0.4,2017-08-23,06:36,N,nominal,1.0NRT,276.9,1,N
8.5577,-64.13663,301.9,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.7,0.6,N
8.93508,-63.92693,307.8,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,282.5,1.2,N
9.22052,-64.5106,311.2,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,285.3,1.2,N
9.22133,-64.50783,302.5,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,285.1,1.4,N
9.37296,-64.52,298.8,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,281.4,0.7,N
9.37413,-64.52592,298.1,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,282.2,0.7,N
9.37531,-64.5319,310.3,0.7,0.7,2017-08-23,06:36,N,nominal,1.0NRT,282.6,1.7,N
9.3765,-64.53796,301.1,0.7,0.7,2017-08-23,06:36,N,nominal,1.0NRT,282.8,1.7,N
9.38442,-64.54277,313,0.7,0.7,2017-08-23,06:36,N,nominal,1.0NRT,283.8,2.1,N
9.38561,-64.5488,306.4,0.7,0.7,2017-08-23,06:36,N,nominal,1.0NRT,284.5,2.1,N
9.46837,-64.39401,312.8,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,283.6,1.8,N
9.46957,-64.40009,304.2,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,283.7,1.8,N
11.04904,-72.72079,296.8,0.5,0.4,2017-08-23,06:36,N,nominal,1.0NRT,266.7,1.2,N
11.07949,-72.68259,298.7,0.5,0.4,2017-08-23,06:36,N,nominal,1.0NRT,268.3,0.9,N
11.0825,-72.67698,299.9,0.5,0.4,2017-08-23,06:36,N,nominal,1.0NRT,267.2,1.8,N
9.55885,-63.62919,301.5,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,274.2,2.5,N
9.61434,-63.72548,310.2,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,285.2,2.6,N
9.6157,-63.73239,299.8,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,284.9,3.2,N
9.56406,-63.6327,309.8,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,274.8,1.8,N
9.61876,-63.72194,367,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.3,22.6,N
9.62015,-63.72881,367,0.7,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.6,22.6,N
9.73026,-63.47498,324.5,0.8,0.8,2017-08-23,06:36,N,nominal,1.0NRT,285.8,12.7,N
9.73598,-63.46701,318.2,0.8,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.5,12.7,N
9.73884,-63.48084,303.4,0.8,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.4,16.8,N
9.73742,-63.47397,367,0.8,0.8,2017-08-23,06:36,N,nominal,1.0NRT,287.1,12.7,N
9.74296,-63.42928,306.8,0.8,0.8,2017-08-23,06:36,N,nominal,1.0NRT,286.6,1.2,N
